"id","cnt"
366,922.075134277344
367,1101.98803710938
368,976.227600097656
369,1347.03051757812
370,2076.46484375
371,2036.27014160156
372,1764.310546875
373,1794.87622070312
374,1394.4736328125
375,1456.94409179688
376,1354.35864257812
377,1404.24133300781
378,1639.16284179688
379,1095.10266113281
380,1004.09661865234
381,1069.54455566406
382,1078.10412597656
383,1725.02807617188
384,1414.22814941406
385,1392.7529296875
386,728.29931640625
387,742.367858886719
388,789.669006347656
389,1127.19995117188
390,1660.38757324219
391,1591.11108398438
392,1832.35607910156
393,1352.3408203125
394,1480.50732421875
395,1709.35217285156
396,1961.51818847656
397,2927.90063476562
398,2186.47290039062
399,2086.3603515625
400,1666.33557128906
401,1405.93798828125
402,1803.94372558594
403,2254.2109375
404,1868.42041015625
405,1851.67211914062
406,2105.62109375
407,1140.0419921875
408,1186.88598632812
409,1567.548828125
410,2057.49438476562
411,2454.46728515625
412,2024.94152832031
413,2275.18872070312
414,2092.09985351562
415,1823.00854492188
416,1219.93469238281
417,1813.955078125
418,2139.0869140625
419,2503.3046875
420,2337.51342773438
421,1766.36450195312
422,1844.40502929688
423,2237.208984375
424,2155.62158203125
425,1817.91772460938
426,2925.107421875
427,2400.62573242188
428,2527.72216796875
429,1945.20373535156
430,1880.88586425781
431,1951.45825195312
432,2077.939453125
433,1496.36901855469
434,1935.81103515625
435,1795.6435546875
436,2660.10009765625
437,3126.6396484375
438,3059.51513671875
439,3792.19555664062
440,3405.94799804688
441,2906.330078125
442,4020.55053710938
443,3575.69873046875
444,3212.5537109375
445,3427.48291015625
446,4558.1142578125
447,3954.00830078125
448,4659.5576171875
449,3988.96435546875
450,1895.99975585938
451,2439.18310546875
452,2638.48901367188
453,3526.06323242188
454,3454.32543945312
455,2978.24096679688
456,2889.13061523438
457,2694.16381835938
458,3035.19409179688
459,3333.18505859375
460,4498.1484375
461,3143.41333007812
462,2846.40283203125
463,3180.92993164062
464,3980.34790039062
465,4246.68896484375
466,3349.10424804688
467,2615.82299804688
468,2733.18872070312
469,2902.05322265625
470,5110.60546875
471,4739.0498046875
472,3521.693359375
473,4896.29931640625
474,3646.45922851562
475,3624.81713867188
476,4278.68603515625
477,4389.3681640625
478,1161.39477539062
479,1873.79077148438
480,3395.68017578125
481,3930.83447265625
482,3743.3505859375
483,3477.39111328125
484,2985.51098632812
485,2944.62280273438
486,3650.14111328125
487,4656.19970703125
488,4757.48681640625
489,4631.63671875
490,4972.92822265625
491,4492.37109375
492,4385.7568359375
493,4050.17895507812
494,4132.5341796875
495,4332.61669921875
496,4072.91870117188
497,4973.4443359375
498,4686.31298828125
499,4813.73095703125
500,4054.53930664062
501,4452.78857421875
502,4876.390625
503,4721.94873046875
504,4769.2470703125
505,4678.43359375
506,4946.130859375
507,3750.5986328125
508,4657.529296875
509,4629.7705078125
510,4874.8134765625
511,4763.17578125
512,4602.9755859375
513,4616.466796875
514,4197.32080078125
515,4288.34423828125
516,4851.94970703125
517,5009.22607421875
518,4456.6875
519,5389.7548828125
520,5286.74365234375
521,4876.09130859375
522,4290.923828125
523,5063.2822265625
524,4682.2080078125
525,5191.5322265625
526,5438.6064453125
527,4802.40869140625
528,4313.8173828125
529,4422.69921875
530,4755.9755859375
531,4933.4384765625
532,4979.81689453125
533,5418.0205078125
534,5012.77978515625
535,4210.52587890625
536,4723.22412109375
537,4757.62744140625
538,4720.06591796875
539,4380.322265625
540,5341.3212890625
541,4832.6591796875
542,4757.38330078125
543,5215.8447265625
544,5523.69287109375
545,4764.0537109375
546,3808.37524414062
547,5016.65576171875
548,3782.87768554688
549,4598.302734375
550,5235.25048828125
551,4230.064453125
552,3826.16772460938
553,4373.6806640625
554,3541.27392578125
555,3705.00463867188
556,4491.60693359375
557,4626.83349609375
558,4912.841796875
559,4970.94091796875
560,5550.5361328125
561,5236.994140625
562,4725.98779296875
563,4265.00732421875
564,4361.78955078125
565,4249.7978515625
566,4455.748046875
567,4318.99267578125
568,3151.58178710938
569,4849.30517578125
570,4500.474609375
571,4347.927734375
572,5140.89599609375
573,4286.8466796875
574,4492.05322265625
575,4840.833984375
576,5033.3466796875
577,4490.83056640625
578,4718.35546875
579,4481.751953125
580,4393.3974609375
581,4126.0791015625
582,4251.6728515625
583,3884.8115234375
584,4189.6748046875
585,4297.5693359375
586,4253.263671875
587,4510.20947265625
588,4266.8857421875
589,4281.0224609375
590,5461.99169921875
591,4824.1630859375
592,4648.8037109375
593,4821.47607421875
594,4890.1923828125
595,3394.00732421875
596,5157.07861328125
597,4865.962890625
598,4344.48828125
599,5336.1357421875
600,5391.0888671875
601,5339.0166015625
602,5410.375
603,4374.42431640625
604,3752.51147460938
605,4600.88232421875
606,4810.71630859375
607,5322.71435546875
608,5485.6650390625
609,4772.53369140625
610,4672.87060546875
611,5567.2314453125
612,4292.97119140625
613,4768.11767578125
614,4416.33251953125
615,4104.7578125
616,4804.236328125
617,4072.33032226562
618,5226.1767578125
619,4969.37109375
620,5100
621,4954.6162109375
622,5076.1240234375
623,4962.74609375
624,5417.99462890625
625,5194.59765625
626,4344.20361328125
627,3721.44897460938
628,5014.82958984375
629,4788.72802734375
630,4888.86474609375
631,4595.15185546875
632,5177.58056640625
633,4535.93896484375
634,5098.51611328125
635,4795.94580078125
636,4763.24755859375
637,4580.8935546875
638,5459.97607421875
639,5079.6865234375
640,4945.24755859375
641,3282.56640625
642,4972.41259765625
643,4847.31689453125
644,5104.38232421875
645,4886.83447265625
646,3559.32275390625
647,2369.30444335938
648,3305.63891601562
649,4482.80615234375
650,4055.58447265625
651,4060.705078125
652,3674.96557617188
653,4606.34033203125
654,3900.45971679688
655,4168.33349609375
656,3846.43115234375
657,4276.33642578125
658,4466.61279296875
659,5114.5205078125
660,4273.7744140625
661,4680.9716796875
662,5085.4638671875
663,5296.5107421875
664,4564.41943359375
665,4398.26708984375
666,4704.92529296875
667,1033.05163574219
668,1368.90258789062
669,2988.1533203125
670,3580.1708984375
671,3433.65673828125
672,3822.47412109375
673,3865.8310546875
674,3608.70581054688
675,3753.43286132812
676,3436.533203125
677,3443.78735351562
678,3530.38208007812
679,3876.46240234375
680,3295.75268554688
681,3938.154296875
682,4051.39306640625
683,2789.79296875
684,3506.8984375
685,3552.5810546875
686,3746.71850585938
687,3901.59887695312
688,2896.72509765625
689,3363.20556640625
690,3611.53344726562
691,3754.29443359375
692,2468.81884765625
693,3673.0888671875
694,2486.23999023438
695,2889.01831054688
696,3563.75024414062
697,2859.044921875
698,3556.03881835938
699,3256.93017578125
700,3684.52075195312
701,3416.76684570312
702,3365.31982421875
703,4003.9296875
704,4742.40478515625
705,3884.8623046875
706,3072.10131835938
707,3634.66796875
708,1789.52905273438
709,1756.11828613281
710,2196.46240234375
711,3265.12622070312
712,3661.33056640625
713,3294.22290039062
714,3476.52026367188
715,3488.71899414062
716,3556.07739257812
717,2825.75
718,3622.48754882812
719,3765.20092773438
720,3540.87890625
721,1794.50646972656
722,1815.91040039062
723,2067.15356445312
724,1707.02978515625
725,862.501831054688
726,1555.72265625
727,1618.76208496094
728,2018.13061523438
729,1559.85998535156
730,1678.12084960938
731,1772.50891113281
