"id","cnt"
366,1240.38073730469
367,1159.12927246094
368,1076.56860351562
369,1320.88647460938
370,2015.35021972656
371,1560.01733398438
372,1853.74133300781
373,1907.27319335938
374,1315.63037109375
375,1830.13818359375
376,1405.51989746094
377,1445.28332519531
378,1380.36364746094
379,1318.95458984375
380,1018.48645019531
381,848.108459472656
382,1185.59814453125
383,1507.05395507812
384,1400.10925292969
385,1558.00402832031
386,911.125732421875
387,704.654602050781
388,1238.81176757812
389,1438.83471679688
390,1803.57897949219
391,1789.79992675781
392,1976.43383789062
393,1600.67663574219
394,1535.28369140625
395,1959.41589355469
396,1813.55920410156
397,3653.55419921875
398,2159.72778320312
399,2201.9677734375
400,1646.57958984375
401,924.511779785156
402,2073.22534179688
403,2136.60107421875
404,1861.68676757812
405,1991.00085449219
406,2029.06689453125
407,715.451538085938
408,896.532653808594
409,1478.38391113281
410,2037.13586425781
411,2293.56030273438
412,1973.80603027344
413,2279.36450195312
414,1966.20153808594
415,1494.65844726562
416,1350.84631347656
417,2027.74914550781
418,2160.97583007812
419,2659.5498046875
420,2249.36499023438
421,1283.53491210938
422,1970.39074707031
423,2046.10278320312
424,2169.9990234375
425,1515.13659667969
426,3488.4765625
427,2293.4931640625
428,2585.55786132812
429,1811.72302246094
430,1751.99633789062
431,1893.47595214844
432,1836.06799316406
433,3122.86645507812
434,1831.33715820312
435,1956.25549316406
436,2165.73266601562
437,3682.56372070312
438,3716.57421875
439,4078.18286132812
440,4145.501953125
441,2793.19775390625
442,3950.54736328125
443,3307.97265625
444,3680.24731445312
445,4080.90966796875
446,4396.02587890625
447,4749.11962890625
448,4548.16796875
449,3872.337890625
450,3030.93725585938
451,2915.25756835938
452,2641.21069335938
453,4520.1162109375
454,4652.94384765625
455,2685.03759765625
456,2869.03588867188
457,2819.48852539062
458,3521.51635742188
459,4006.28173828125
460,4821.7353515625
461,3615.94580078125
462,2981.40478515625
463,3783.51196289062
464,4484.4580078125
465,4036.51245117188
466,3611.97680664062
467,2835.58544921875
468,2902.42016601562
469,3461.56811523438
470,5015.85302734375
471,4618.3203125
472,4240.251953125
473,4937.56787109375
474,3191.91235351562
475,3823.4794921875
476,3968.88525390625
477,4043.71166992188
478,1077.8203125
479,1416.1845703125
480,3306.73754882812
481,4283.3095703125
482,3378.06616210938
483,3300.45727539062
484,2726.11889648438
485,3307.66772460938
486,3435.736328125
487,4513.9443359375
488,4751.95703125
489,4578.826171875
490,4857.99853515625
491,4860.8408203125
492,4485.4462890625
493,4049.55297851562
494,3755.22900390625
495,4051.3115234375
496,4123.423828125
497,5069.54443359375
498,5235.1552734375
499,4965.4189453125
500,3848.216796875
501,4458.23681640625
502,5023.57763671875
503,4658.521484375
504,4677.20654296875
505,5225.02490234375
506,5010.5478515625
507,3686.41357421875
508,4638.20947265625
509,4747.53076171875
510,5036.25927734375
511,4775.87255859375
512,4838.017578125
513,4539.38818359375
514,4328.85595703125
515,4103.384765625
516,4765.6318359375
517,5153.40087890625
518,4203.4013671875
519,4914.86181640625
520,5070.84326171875
521,4788.8369140625
522,4229.595703125
523,4728.56689453125
524,4559.55029296875
525,5359.1845703125
526,5248.46923828125
527,4555.47900390625
528,4419.76611328125
529,4145.2333984375
530,4480.69091796875
531,4889.1318359375
532,5020.53125
533,5321.853515625
534,4879.8740234375
535,4251.22265625
536,4565.77880859375
537,4131.46435546875
538,3997.55688476562
539,4489.107421875
540,5220.60888671875
541,4787.0146484375
542,4783.5712890625
543,4936.35986328125
544,5234.00830078125
545,4759.80810546875
546,4261.83740234375
547,5035.02490234375
548,4122.8212890625
549,4793.09619140625
550,4863.01025390625
551,3628.2587890625
552,4230.2822265625
553,4374.84814453125
554,4486.43603515625
555,3699.88720703125
556,4617.09228515625
557,4826.27294921875
558,5201.24365234375
559,4747.32373046875
560,5335.0380859375
561,5123.3828125
562,4639.27490234375
563,4289.38427734375
564,4255.8125
565,3856.541015625
566,4383.88525390625
567,4150.19482421875
568,3130.50073242188
569,5049.21484375
570,4331.39453125
571,4569.69140625
572,5176.0458984375
573,4251.9853515625
574,4031.22680664062
575,5031.17041015625
576,5217.07470703125
577,4475.5126953125
578,4927.59130859375
579,4391.84716796875
580,4263.02392578125
581,4127.7890625
582,4397.40185546875
583,3631.27709960938
584,4182.66455078125
585,4461.80908203125
586,4127.4521484375
587,4469.7978515625
588,4067.380859375
589,4278.07666015625
590,5009.10009765625
591,4335.0419921875
592,4467.82958984375
593,4807.73828125
594,4707.0390625
595,3832.79125976562
596,5480.28857421875
597,4962.44384765625
598,4291.787109375
599,5017.01171875
600,4974.3212890625
601,5029.20556640625
602,5187.21435546875
603,4474.765625
604,3650.70434570312
605,4249.8701171875
606,4904.26318359375
607,4873.94580078125
608,5087.43798828125
609,4548.6376953125
610,4806.52099609375
611,5261.72900390625
612,4169.333984375
613,4389.38623046875
614,4514.7578125
615,4325.17822265625
616,4746.7255859375
617,3964.3701171875
618,4777.99267578125
619,4946.6181640625
620,5159.5498046875
621,4669.51513671875
622,5249.01904296875
623,4792.42529296875
624,5564.92919921875
625,5132.02099609375
626,4380.302734375
627,2650.40649414062
628,4646.61474609375
629,4773.822265625
630,4677.58544921875
631,4738.7626953125
632,4988.1123046875
633,4740.29150390625
634,5073.81591796875
635,4892.48583984375
636,4512.93798828125
637,4443.09033203125
638,5058.72998046875
639,4793.21240234375
640,4812.80224609375
641,3354.65966796875
642,5244.220703125
643,4957.24609375
644,5335.8134765625
645,4709.27978515625
646,3499.93090820312
647,3066.36889648438
648,3136.60180664062
649,4757.81298828125
650,4242.65673828125
651,3912.798828125
652,3580.8896484375
653,4257.53466796875
654,3680.89379882812
655,4484.501953125
656,3913.1748046875
657,3951.279296875
658,4570.31689453125
659,5033.89208984375
660,4214.67578125
661,4785.01806640625
662,5367.45849609375
663,5372.22900390625
664,4566.80908203125
665,4476.56396484375
666,4380.6728515625
667,2589.5966796875
668,1227.02062988281
669,2797.708984375
670,3238.00903320312
671,2672.24243164062
672,3580.3828125
673,3477.73071289062
674,3294.53784179688
675,3634.93920898438
676,3301.806640625
677,3024.65087890625
678,3155.7666015625
679,3511.546875
680,3517.59765625
681,3858.546875
682,4008.42724609375
683,2894.40673828125
684,3416.38989257812
685,3217.49731445312
686,3237.33325195312
687,3438.64208984375
688,2905.16430664062
689,3355.40087890625
690,3306.984375
691,3519.818359375
692,2912.31616210938
693,3316.3232421875
694,2673.17797851562
695,2687.79125976562
696,3354.05615234375
697,2750.9208984375
698,3490.05029296875
699,3045.48413085938
700,3572.2607421875
701,3411.63452148438
702,3059.22216796875
703,4110.6630859375
704,4534.5810546875
705,4104.53759765625
706,3054.89135742188
707,3399.3515625
708,2742.63037109375
709,2418.15698242188
710,2714.8701171875
711,3226.25390625
712,3270.11938476562
713,3346.38208007812
714,3759.13037109375
715,3686.6318359375
716,3126.48022460938
717,3214.28076171875
718,3605.14672851562
719,3700.73950195312
720,3514.27880859375
721,1427.4267578125
722,1099.83776855469
723,1786.24108886719
724,1699.22570800781
725,789.89111328125
726,1144.77819824219
727,1360.72045898438
728,1917.72265625
729,1404.48974609375
730,1085.70727539062
731,1612.79272460938
