"id","cnt"
366,3168.40109073198
367,2515.1455642246
368,2183.28586936931
369,2151.59840182596
370,2659.70603881655
371,2899.25577633366
372,3314.58749918043
373,3064.43391643371
374,2201.45102588281
375,2702.10147155502
376,2334.97596226345
377,2684.89616268615
378,2660.79129848405
379,2947.05520444103
380,2789.09532179943
381,2413.0096267406
382,2287.68237393035
383,2484.72789161102
384,2460.89835398288
385,2347.19822324827
386,2731.16031664862
387,2489.66830423271
388,2121.54063902725
389,2857.66104124888
390,2703.88940348078
391,2597.27525612933
392,2683.00501455308
393,3213.50363792569
394,2942.5719184863
395,2585.18317456371
396,2831.54530536967
397,3315.8262763169
398,2826.92169952197
399,2940.07004035356
400,2866.72822709721
401,2723.93309933495
402,2734.17342028294
403,2981.72897440148
404,2376.04085164371
405,2741.08928237326
406,2592.22287223454
407,2498.612093438
408,2609.09125495381
409,2640.51734055582
410,2582.5632167207
411,2985.02364951848
412,2621.44875924104
413,3073.06576916427
414,3304.35744673283
415,2663.00957785847
416,2700.75985161907
417,2740.55088082855
418,3123.5556079875
419,3355.68370411072
420,2864.30215822496
421,3084.42669998222
422,3019.48359399358
423,2855.12239984474
424,2966.62738177277
425,2624.04337687445
426,3618.32434174555
427,2844.09772186485
428,3172.0858643437
429,2994.63696501622
430,2646.40877175884
431,2759.41866826198
432,3137.4432457406
433,3453.0291838887
434,2546.71780516147
435,3183.01032631001
436,3172.17570724498
437,3305.24330418314
438,3639.43313199976
439,3625.47618304235
440,3722.28669539573
441,3150.22375418663
442,3343.11977507464
443,3232.96124085976
444,3584.21692723219
445,3740.06926356784
446,3749.03579746018
447,4136.93598852793
448,3942.5618158154
449,3724.99249326162
450,3338.1646635644
451,3310.67878444043
452,3241.76139271354
453,3806.90030862627
454,3906.33225105133
455,3349.0529525864
456,3559.08262902959
457,3359.98853343648
458,3476.22947221542
459,3762.09717874207
460,4050.71450443043
461,3863.01709787047
462,3811.12120305129
463,3714.98937016001
464,3519.88618861739
465,3533.66696343924
466,3703.6371652649
467,3404.56930745041
468,3719.00823240922
469,3926.33612496885
470,3908.06143175914
471,3666.4520480562
472,3940.24204494431
473,3928.32515874276
474,3577.43229545448
475,3959.77879560401
476,4234.39000551249
477,4076.5076369676
478,2788.02983028906
479,2584.35721641801
480,3597.19025523699
481,3872.67833223557
482,3748.72799492872
483,3952.15024599296
484,3492.14432321927
485,3652.66599189178
486,3378.62446334224
487,3914.59832652939
488,4266.08612942863
489,3998.20244689754
490,4469.59055518337
491,3862.06624469887
492,3588.54521155661
493,3566.20961421267
494,3643.51397214861
495,3862.56307115101
496,4125.0677131585
497,4251.19064819378
498,3921.65783057408
499,3675.56373216874
500,3690.6533570559
501,3946.30743626272
502,4282.14566542226
503,4315.68963080437
504,4309.46755167958
505,3876.78704256364
506,3643.76168680472
507,3714.54947319374
508,3965.76885569042
509,4060.41447397213
510,4408.00675952533
511,4448.54895623873
512,4101.0077214635
513,3691.79688266439
514,3939.68635033771
515,4035.86567856393
516,4038.09880445215
517,4267.62740371525
518,3958.90656610802
519,4018.87679153448
520,3654.86986728982
521,3921.67646997309
522,3739.00353157715
523,4206.42081151319
524,4377.0239661152
525,4405.73291887757
526,3906.7347760911
527,3618.46139723896
528,3803.4144774931
529,3918.87771085739
530,4134.46410012853
531,4330.56014410714
532,4462.05325500978
533,4001.19710403352
534,3708.98182395692
535,3749.5258050615
536,4127.80392429946
537,3936.8818416854
538,4043.68335733316
539,4287.92986297301
540,4117.43985472376
541,3732.07830108304
542,4059.0233634678
543,4233.03930843709
544,4343.03160422072
545,4314.29806547639
546,3896.80282790534
547,4098.25564262122
548,3483.28489470758
549,3880.424007552
550,4003.4729376334
551,4001.61561627239
552,3878.41031222715
553,3972.75845264954
554,3695.30742675449
555,3439.32938809434
556,3929.33490403804
557,4067.23263965241
558,4373.13875456047
559,4446.5254871247
560,4346.71397284093
561,4037.83639854728
562,3653.74118387907
563,3832.49656563651
564,3749.8273572128
565,3977.76088385569
566,4222.38783496038
567,4052.14929845397
568,3525.63304443642
569,3758.04574932414
570,3967.75141311059
571,4009.23273658169
572,4322.29081955032
573,3997.80349039962
574,4233.90372933542
575,4070.83583342609
576,3713.21277870131
577,3987.02311132609
578,4196.27449195201
579,4268.91733188703
580,4247.90836992891
581,3874.49316515721
582,3820.10699308755
583,3321.58868596289
584,3812.79347723446
585,3967.93137876162
586,4050.44301435542
587,4235.15203662912
588,3883.86261223987
589,3897.52387933492
590,3714.1986882686
591,4016.54758451303
592,4063.4321052613
593,4290.48671459544
594,4399.72067995637
595,4373.00169152241
596,4126.53432230505
597,3708.09086232981
598,3953.63758058934
599,4354.27118583749
600,4442.5439154258
601,4497.7799455799
602,4423.99935246413
603,3823.46699502424
604,3426.40877701675
605,4015.68997291941
606,4084.5358780515
607,4389.10565721516
608,4447.33823346547
609,4322.89316153956
610,3954.84395410173
611,3637.17944203202
612,3813.4274069675
613,3734.14955592247
614,3926.88225474711
615,4024.433310372
616,4352.01379656672
617,3606.70407558171
618,3567.07950000569
619,3951.07691909325
620,4325.75813259142
621,4410.530726238
622,4536.12026771777
623,4585.99196834591
624,3997.30490158343
625,3756.38021073722
626,3786.55688336874
627,3093.50520761157
628,4286.7542899861
629,4477.08089650979
630,4534.74965891575
631,3933.19685205951
632,3699.98974996537
633,4293.30857610932
634,4208.38939715176
635,4228.21453752195
636,4330.74609038453
637,4315.29079456077
638,4050.6000316836
639,3830.96991837866
640,3964.09898310318
641,3451.57756783789
642,4237.67847375898
643,4254.97652153076
644,4633.25583912047
645,3866.96357540262
646,3359.89614472037
647,3170.98013068499
648,3494.77369282047
649,4200.89055895337
650,4284.22068938539
651,4174.80580574537
652,3846.3132038761
653,3395.446820356
654,3314.84760189685
655,4101.30956191186
656,4202.63164065537
657,3680.80228103596
658,4112.26602893189
659,4012.84572511528
660,3650.98175375273
661,4214.52928674906
662,4341.80173604532
663,4515.96756454409
664,4079.27788897277
665,4112.64673308747
666,3763.14255147204
667,2770.42974945757
668,2535.83197339237
669,2909.58029541682
670,3525.08590592275
671,3756.59668601183
672,3734.79432237528
673,3542.99528755337
674,3306.53678253646
675,3325.27390786161
676,3339.94394731338
677,2942.47602384595
678,3674.81611983908
679,3846.94938954586
680,3766.31813251177
681,3527.41615907844
682,3526.07312295628
683,2663.67822820588
684,3396.16641111033
685,3547.7809137557
686,3895.33295937373
687,3590.96659392012
688,3153.33857999407
689,3133.51321384417
690,3623.3214315339
691,3829.54647283375
692,3460.7413369622
693,3985.70992977298
694,3343.23877314532
695,3214.07653312143
696,3710.60568759426
697,2696.64150108079
698,3462.83716405374
699,3603.85155252564
700,3689.54567487662
701,3521.41197045726
702,3043.19545542934
703,3799.90019414804
704,3656.11555428745
705,3528.37711806214
706,3375.4815770424
707,3431.66089287204
708,3572.62092688808
709,2970.73634323925
710,2983.35642212959
711,2868.43609313416
712,3343.13692949209
713,3571.51431821338
714,3471.0639698925
715,3525.92548455449
716,3122.36110447433
717,3260.22010390738
718,3424.86278977356
719,3441.3135629816
720,3511.37645854693
721,2141.71211977844
722,2720.27797934684
723,2724.053108346
724,2224.22259290412
725,1999.999417021
726,1622.41795595839
727,1829.06318159008
728,2336.62995622744
729,2720.53496612803
730,2462.24587767186
731,2029.92473594289
